MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,AgeSold,LayoutType,TotalBaths,Total_sqft
RM,60.0,6911,BrkSide,1Fam,1Story,5,1950,Wd Sdng,Wd Sdng,None,TA,PConc,TA,TA,Mn,405,740,1145,TA,Y,1301,0,1301,0,2,Fa,5,0,Detchd,1965.0,Unf,2,440,0,0,100000,85,Few Rooms,1.0,3747
FV,72.0,8640,Somerst,1Fam,2Story,7,2009,VinylSd,VinylSd,None,TA,PConc,Gd,TA,Mn,24,732,756,Ex,Y,764,783,1547,0,3,Gd,7,0,Attchd,2009.0,Unf,2,614,169,45,215200,1,Typical Layout,2.5,3850
RL,82.0,9430,NoRidge,1Fam,2Story,8,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Mn,1163,89,1252,Ex,Y,1268,1097,2365,1,3,Gd,8,1,Attchd,1999.0,RFn,3,856,0,128,337000,10,Typical Layout,2.5,5982
RL,30.0,9549,Veenker,TwnhsE,1Story,8,1996,BrkFace,BrkFace,None,Gd,PConc,Gd,Gd,Av,437,0,1494,Ex,Y,1494,0,1494,1,2,Ex,6,1,Attchd,1995.0,Fin,2,481,0,30,270000,11,Typical Layout,1.5,4482
RL,75.0,14587,Somerst,1Fam,1Story,9,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,1498,1498,Ex,Y,1506,0,1506,0,2,Ex,6,1,Attchd,2008.0,Fin,2,592,0,174,264132,0,Typical Layout,2.0,4510
RL,80.0,10421,NWAmes,1Fam,2Story,7,1988,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,No,394,586,980,TA,Y,980,734,1714,0,3,TA,7,1,Attchd,1988.0,Unf,2,496,228,66,196500,22,Typical Layout,2.5,4408
RL,75.0,12508,Mitchel,1Fam,1.5Fin,6,1985,VinylSd,VinylSd,None,TA,CBlock,Gd,TA,Mn,660,323,983,Ex,Y,983,767,1750,1,4,TA,7,0,Attchd,1989.0,Unf,1,423,245,0,160000,68,Typical Layout,2.0,4483
RL,70.0,9100,CollgCr,1Fam,1Story,7,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,24,1836,1860,Ex,Y,1836,0,1836,0,3,Gd,8,1,Attchd,2004.0,Fin,2,484,120,33,216837,2,Typical Layout,2.0,5532
RL,47.0,53504,StoneBr,1Fam,2Story,8,2003,CemntBd,Wd Shng,BrkFace,Ex,PConc,Gd,TA,Gd,1416,234,1650,Ex,Y,1690,1589,3279,1,4,Ex,12,1,BuiltIn,2003.0,Fin,3,841,503,36,538000,7,Many Rooms,3.5,8208
RL,67.0,7252,Sawyer,1Fam,SFoyer,5,1982,Wd Sdng,Wd Sdng,None,TA,CBlock,Gd,TA,Av,685,173,858,TA,Y,858,0,858,1,2,TA,5,0,Detchd,1983.0,Unf,2,576,120,0,134900,27,Few Rooms,1.0,2574
RL,67.0,8877,Edwards,1Fam,1Story,4,1951,Wd Sdng,Wd Sdng,None,TA,CBlock,Fa,Fa,No,836,0,836,TA,Y,1220,0,1220,0,2,TA,6,0,Detchd,1951.0,Unf,2,396,0,0,102000,55,Typical Layout,1.0,3276
RL,94.0,7819,Edwards,1Fam,SLvl,6,1976,Plywood,Plywood,None,TA,CBlock,TA,TA,Av,422,480,1029,TA,Y,1117,0,1117,1,3,TA,6,1,Detchd,1976.0,Unf,2,672,144,0,107000,34,Typical Layout,1.0,3263
RL,70.0,10150,NAmes,1Fam,1Story,5,1958,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,456,456,912,Ex,Y,912,0,912,0,2,TA,5,0,Attchd,1958.0,RFn,1,275,0,0,114500,49,Few Rooms,1.0,2736
RL,110.0,14226,NridgHt,1Fam,1Story,8,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,0,1935,1935,Gd,Y,1973,0,1973,0,3,Gd,9,1,Attchd,2006.0,Fin,3,895,315,45,395000,1,Many Rooms,2.0,5881
RM,32.0,4500,Mitchel,TwnhsE,1Story,6,1998,VinylSd,VinylSd,BrkFace,TA,PConc,Ex,TA,No,866,338,1204,Ex,Y,1204,0,1204,1,2,TA,5,0,Attchd,1998.0,Fin,2,412,0,247,162000,11,Few Rooms,2.0,3612
RL,86.0,11210,CollgCr,1Fam,1Story,7,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,20,1594,1614,Ex,Y,1614,0,1614,0,3,Gd,7,0,Attchd,2005.0,RFn,3,865,144,59,221500,1,Typical Layout,2.0,4842
RL,100.0,13350,Sawyer,1Fam,1Story,5,1974,HdBoard,Plywood,None,TA,CBlock,TA,TA,No,762,102,864,TA,Y,894,0,894,1,3,TA,5,1,Attchd,1974.0,Unf,2,440,241,0,142500,32,Few Rooms,1.0,2652
RH,60.0,8400,SawyerW,Duplex,1Story,5,1977,Plywood,Plywood,BrkFace,TA,Slab,None,None,None,0,0,0,TA,Y,2020,0,2020,0,4,TA,10,2,Detchd,1977.0,Unf,2,630,0,0,144000,30,Many Rooms,2.0,4040
RL,78.0,10530,Mitchel,Duplex,SFoyer,6,1977,Plywood,ImStucc,BrkFace,TA,CBlock,Gd,TA,Gd,975,0,975,TA,Y,1004,0,1004,1,2,TA,4,0,Attchd,1977.0,Unf,2,504,0,0,135000,29,Few Rooms,1.0,2983
RL,63.0,7875,Gilbert,1Fam,1Story,7,1996,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,Gd,No,0,1237,1237,Gd,Y,1253,0,1253,0,3,TA,6,1,Attchd,1995.0,Fin,2,402,220,21,176000,12,Typical Layout,2.0,3743
RL,65.0,7153,SawyerW,1Fam,2Story,6,1992,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,387,374,761,Ex,Y,810,793,1603,0,3,Gd,7,0,Attchd,1992.0,RFn,2,484,0,124,175900,14,Typical Layout,2.5,3967
RL,67.0,16285,CollgCr,1Fam,1Story,7,2002,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,1413,1413,Ex,Y,1430,0,1430,0,3,Gd,6,0,Attchd,2001.0,RFn,2,605,0,33,187100,8,Typical Layout,2.0,4273
RL,35.0,9101,Mitchel,1Fam,SFoyer,5,1978,Plywood,Plywood,BrkFace,TA,PConc,Gd,TA,Av,1097,0,1097,Ex,Y,1110,0,1110,1,1,Gd,4,1,Attchd,1978.0,Fin,2,602,303,30,165500,31,Few Rooms,1.0,3317
RM,35.0,6300,OldTown,1Fam,2.5Unf,6,2001,Wd Sdng,Wd Shng,None,TA,CBlock,TA,TA,No,0,742,742,Ex,Y,742,742,1484,0,3,TA,9,1,None,1967.0,None,0,0,0,291,128000,94,Many Rooms,2.0,3710
RL,60.0,9790,NWAmes,1Fam,1Story,6,1967,BrkFace,Wd Sdng,None,TA,CBlock,TA,TA,No,251,491,1372,TA,Y,1342,0,1342,0,3,TA,7,1,Attchd,1967.0,Unf,2,457,0,0,161500,42,Typical Layout,2.0,4056
RM,60.0,10800,OldTown,1Fam,1.5Fin,5,1950,MetalSd,MetalSd,None,TA,PConc,Fa,TA,No,686,0,686,TA,Y,966,686,1652,1,4,TA,7,0,Detchd,1961.0,Unf,1,416,0,0,139000,95,Typical Layout,2.0,3990
RL,76.0,10142,SawyerW,1Fam,2Story,7,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,656,300,956,Ex,Y,956,1128,2084,1,4,Gd,8,0,BuiltIn,2004.0,RFn,2,618,0,45,233000,6,Typical Layout,2.5,5124
RM,50.0,6000,OldTown,1Fam,1Story,4,2000,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,0,901,901,Ex,Y,901,0,901,0,2,TA,4,0,Detchd,1954.0,Unf,1,281,0,0,107900,54,Few Rooms,1.0,2703
RL,43.0,12205,ClearCr,1Fam,2Story,6,2007,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Fa,Gd,568,264,832,Gd,Y,976,1111,2087,0,5,Gd,9,0,Attchd,1966.0,Fin,2,444,133,168,187500,41,Many Rooms,2.5,5006
RL,43.0,3182,Blmngtn,TwnhsE,1Story,7,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,16,1129,1145,Ex,Y,1145,0,1145,0,2,Gd,5,1,Attchd,2005.0,Fin,2,397,100,16,160200,4,Few Rooms,2.0,3435
RL,92.0,11333,Mitchel,1Fam,SLvl,6,1976,HdBoard,HdBoard,None,TA,PConc,Gd,TA,Av,539,490,1029,TA,Y,1062,0,1062,1,3,TA,5,2,Attchd,1976.0,RFn,2,539,120,0,146800,31,Few Rooms,1.0,3153
RL,92.0,9920,NoRidge,1Fam,2Story,7,1997,MetalSd,MetalSd,None,Gd,PConc,Gd,TA,Av,862,255,1117,Ex,Y,1127,886,2013,1,3,TA,8,1,Attchd,1997.0,Unf,2,455,180,130,269790,11,Typical Layout,2.5,5143
RL,76.0,9158,Somerst,1Fam,1Story,8,2007,CemntBd,CmentBd,Stone,Gd,PConc,Gd,TA,Av,0,1496,1496,Ex,Y,1496,0,1496,0,3,Gd,7,0,Attchd,2007.0,Fin,2,474,168,130,225000,0,Typical Layout,2.0,4488
RL,70.0,10832,Gilbert,1Fam,2Story,7,1996,MetalSd,MetalSd,None,Gd,PConc,Gd,TA,No,0,712,712,Ex,Y,1086,809,1895,0,3,Gd,7,1,Attchd,1994.0,Fin,2,409,143,46,194500,14,Typical Layout,2.5,4502
RL,70.0,8400,SawyerW,1Fam,2Story,6,1981,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,No,0,650,650,TA,Y,888,676,1564,0,3,TA,7,1,Attchd,1980.0,Unf,2,476,0,50,171000,30,Typical Layout,2.5,3778
RL,71.0,8197,Sawyer,1Fam,1Story,6,1977,Plywood,Plywood,BrkFace,TA,CBlock,TA,TA,No,0,660,660,Ex,Y,1285,0,1285,0,3,TA,7,1,Attchd,1977.0,RFn,2,528,138,0,143500,30,Typical Layout,1.5,3230
RL,57.0,7677,NAmes,1Fam,1Story,5,1953,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,570,203,773,Gd,Y,773,0,773,0,2,TA,4,0,Attchd,1953.0,Unf,1,240,0,0,110000,55,Few Rooms,1.0,2319
RL,104.0,13518,NridgHt,1Fam,2Story,9,2009,VinylSd,VinylSd,Stone,Ex,PConc,Ex,TA,No,0,1926,1926,Ex,Y,1966,1174,3140,0,4,Ex,11,2,BuiltIn,2009.0,Fin,3,820,144,78,485000,1,Many Rooms,3.5,8206
RL,60.0,7200,SWISU,1Fam,1.5Fin,5,1950,Wd Sdng,Wd Sdng,BrkFace,TA,BrkTil,Gd,TA,No,569,162,731,Ex,Y,981,787,1768,1,3,Gd,7,2,Detchd,1939.0,Unf,1,240,0,0,175000,70,Typical Layout,1.5,4267
RL,79.0,12798,ClearCr,1Fam,2Story,6,1997,VinylSd,VinylSd,None,TA,PConc,Gd,TA,Gd,462,154,616,Gd,Y,616,1072,1688,1,4,Gd,8,0,Attchd,1997.0,RFn,2,603,403,114,200000,11,Typical Layout,2.5,3992
RM,40.0,4800,IDOTRR,1Fam,1Story,4,1990,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,197,999,1196,Ex,Y,1196,0,1196,1,2,TA,5,0,Detchd,1957.0,Unf,2,440,0,0,109900,91,Few Rooms,1.0,3588
RL,63.0,8199,CollgCr,1Fam,2Story,7,2005,WdShing,Wd Shng,None,Gd,PConc,Gd,TA,Av,648,80,728,Ex,Y,728,728,1456,1,3,Gd,7,1,Attchd,2005.0,Fin,2,410,36,18,189000,3,Typical Layout,2.5,3640
RL,107.0,13891,NridgHt,1Fam,2Story,9,2009,VinylSd,VinylSd,Stone,Ex,PConc,Ex,TA,Gd,0,1734,1734,Ex,Y,1734,1088,2822,0,4,Ex,12,1,BuiltIn,2009.0,RFn,3,1020,52,170,582933,1,Many Rooms,3.5,7378
RL,75.0,9000,NAmes,1Fam,1Story,5,1954,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,812,124,936,TA,Y,1128,0,1128,0,2,TA,5,0,Attchd,1954.0,Unf,1,286,0,0,118000,52,Few Rooms,1.0,3192
RL,91.0,12274,Somerst,1Fam,1Story,7,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,1417,1417,Ex,Y,1428,0,1428,0,3,Ex,6,0,Attchd,2008.0,RFn,2,554,0,60,227680,0,Typical Layout,2.0,4273
RL,75.0,9750,NAmes,1Fam,SLvl,5,1967,VinylSd,VinylSd,None,TA,PConc,TA,TA,Av,400,100,980,Gd,Y,980,0,980,0,3,TA,6,0,Attchd,1967.0,Fin,1,384,68,0,135500,39,Typical Layout,2.0,2940
RL,144.0,21384,BrkSide,1Fam,2Story,5,2004,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,Gd,1309,15,1324,Ex,Y,1072,504,1576,2,3,Gd,6,1,Attchd,1923.0,RFn,2,528,0,312,223500,86,Typical Layout,1.5,4476
RL,85.0,13400,NAmes,1Fam,SLvl,5,1966,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,Av,516,380,1024,TA,Y,1086,0,1086,1,3,TA,6,1,Attchd,1966.0,RFn,2,484,0,0,159950,40,Typical Layout,1.0,3196
RM,90.0,8100,OldTown,1Fam,2.5Unf,5,1965,AsbShng,AsbShng,None,TA,PConc,TA,TA,No,0,849,849,TA,N,1075,1063,2138,0,2,TA,11,0,Detchd,1910.0,Unf,2,360,40,156,106000,111,Many Rooms,2.0,5125
RL,78.0,10140,NWAmes,1Fam,1Story,6,1999,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,663,0,1040,Fa,Y,1309,0,1309,1,3,Gd,5,1,Attchd,1974.0,RFn,2,484,265,0,181000,32,Few Rooms,1.5,3658
RM,66.0,4438,CollgCr,TwnhsE,1Story,6,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Gd,662,186,848,Ex,Y,848,0,848,1,1,Gd,4,1,Attchd,2004.0,Fin,2,420,140,0,144500,4,Few Rooms,1.0,2544
C (all),66.0,8712,IDOTRR,1Fam,1Story,5,1952,Wd Sdng,Wd Sdng,None,Fa,CBlock,TA,TA,Av,0,540,540,TA,N,1044,0,1044,0,2,Fa,4,0,Basment,1952.0,Unf,2,504,0,0,55993,58,Few Rooms,1.0,2628
RL,75.0,9750,NAmes,1Fam,1Story,6,1958,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,608,834,1442,Gd,Y,1442,0,1442,0,4,TA,7,0,Attchd,1958.0,RFn,1,301,0,0,157900,49,Typical Layout,1.5,4326
RL,45.0,8248,Edwards,1Fam,1.5Fin,5,1950,Stucco,Stucco,None,TA,BrkTil,TA,TA,No,0,686,686,Gd,Y,686,564,1250,0,3,Fa,7,0,Detchd,1955.0,Unf,1,280,207,0,116000,88,Typical Layout,1.5,3186
RL,48.0,12137,CollgCr,1Fam,1Story,7,1998,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,TA,No,0,1649,1649,Ex,Y,1661,0,1661,0,3,Gd,6,0,Attchd,1998.0,RFn,2,598,0,34,224900,12,Typical Layout,2.0,4971
RL,60.0,11425,NAmes,1Fam,1Story,5,1954,BrkFace,BrkFace,None,TA,CBlock,TA,TA,No,486,522,1008,Gd,Y,1008,0,1008,0,2,TA,4,1,Attchd,1954.0,RFn,1,275,0,0,137000,52,Few Rooms,1.0,3024
RL,80.0,13265,Mitchel,1Fam,1Story,8,2002,CemntBd,CmentBd,BrkFace,Gd,PConc,Gd,TA,No,1218,350,1568,Ex,Y,1689,0,1689,1,3,Gd,7,2,Attchd,2002.0,RFn,3,857,150,59,271000,6,Typical Layout,2.0,4946
RL,80.0,8816,ClearCr,1Fam,SLvl,6,1971,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,Av,504,506,1010,Gd,Y,1052,0,1052,1,3,TA,6,0,Attchd,1971.0,Unf,2,440,0,0,155000,39,Typical Layout,1.0,3114
RL,44.0,6371,NridgHt,TwnhsE,1Story,7,2010,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Mn,733,625,1358,Ex,Y,1358,0,1358,1,2,Gd,6,1,Attchd,2010.0,RFn,2,484,192,35,224000,1,Typical Layout,2.0,4074
RL,72.0,7226,CollgCr,1Fam,2Story,7,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,798,798,Ex,Y,798,842,1640,0,3,Gd,6,0,Attchd,2003.0,RFn,2,595,0,45,183000,5,Typical Layout,2.5,4078
RM,60.0,6000,OldTown,2fmCon,1Story,4,1953,MetalSd,MetalSd,None,Fa,CBlock,Fa,TA,No,0,936,936,TA,N,936,0,936,0,2,TA,4,0,Detchd,1974.0,Unf,2,576,0,32,93000,56,Few Rooms,1.0,2808
RL,60.0,12394,Gilbert,1Fam,2Story,7,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Gd,0,847,847,Ex,Y,847,886,1733,0,3,Gd,7,1,BuiltIn,2003.0,Fin,2,433,100,48,225000,4,Typical Layout,2.5,4313
RL,60.0,9900,SWISU,1Fam,1.5Fin,6,1950,VinylSd,VinylSd,None,TA,BrkTil,TA,TA,No,0,778,778,TA,Y,944,545,1489,0,3,TA,7,1,Detchd,1940.0,Unf,1,240,335,0,139500,69,Typical Layout,2.0,3756
FV,81.0,11216,Somerst,1Fam,1Story,8,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,Gd,No,0,1489,1489,Ex,Y,1489,0,1489,0,3,Gd,7,1,Attchd,2006.0,RFn,2,776,0,140,232600,0,Typical Layout,2.0,4467
RL,114.0,14803,NridgHt,1Fam,1Story,10,2008,CemntBd,CmentBd,BrkFace,Ex,PConc,Ex,TA,Av,1636,442,2078,Ex,Y,2084,0,2084,1,2,Ex,7,1,Attchd,2007.0,Fin,3,1220,188,45,385000,1,Typical Layout,2.0,6246
RM,50.0,6130,BrkSide,1Fam,1.5Unf,5,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,784,0,784,Gd,Y,784,0,784,1,2,Gd,5,0,None,2001.0,None,0,0,0,0,109500,84,Few Rooms,1.0,2352
RL,65.0,8529,SawyerW,1Fam,1Story,7,2001,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,20,1434,1454,Ex,Y,1434,0,1434,0,3,Gd,6,1,Attchd,2001.0,RFn,2,527,290,39,189000,8,Typical Layout,2.0,4322
RL,24.0,28698,ClearCr,1Fam,2Story,5,1967,Plywood,Plywood,None,TA,PConc,TA,Gd,Gd,249,0,1013,TA,Y,1160,966,2126,0,3,TA,7,0,Attchd,1967.0,Fin,2,538,486,0,185000,42,Typical Layout,2.5,5265
FV,24.0,2544,Somerst,Twnhs,2Story,7,2005,MetalSd,MetalSd,None,Gd,PConc,Gd,TA,No,0,600,600,Ex,Y,520,623,1223,0,2,Gd,4,0,Detchd,2005.0,RFn,2,480,0,166,147400,1,Few Rooms,2.5,2966
RL,80.0,11900,NAmes,1Fam,1Story,6,1957,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,1040,352,1392,TA,Y,1392,0,1392,1,3,TA,6,2,Attchd,1957.0,RFn,2,458,0,0,166000,51,Typical Layout,1.5,4176
FV,30.0,3180,Somerst,TwnhsE,2Story,7,2005,MetalSd,MetalSd,None,TA,PConc,Gd,TA,No,0,600,600,Ex,Y,520,600,1200,0,2,Gd,4,0,Detchd,2005.0,RFn,2,480,0,166,151000,1,Few Rooms,2.5,2920
RL,44.0,9548,CollgCr,1Fam,2Story,7,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,483,458,941,Ex,Y,941,888,1829,1,3,Gd,7,1,Attchd,2003.0,RFn,2,613,192,39,237000,7,Typical Layout,2.5,4599
RL,100.0,10004,NAmes,1Fam,1Story,6,1964,HdBoard,Plywood,BrkFace,TA,CBlock,TA,TA,No,196,975,1516,TA,Y,1516,0,1516,0,3,TA,6,0,Attchd,1964.0,RFn,2,472,0,0,167000,45,Typical Layout,1.5,4548
RL,75.0,7875,NAmes,1Fam,1Story,5,1961,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,572,572,1144,Gd,Y,1144,0,1144,1,3,TA,6,0,Attchd,1961.0,Unf,2,456,0,0,139950,47,Typical Layout,1.0,3432
RL,60.0,9600,Sawyer,1Fam,1Story,4,1995,VinylSd,HdBoard,None,TA,CBlock,Gd,TA,No,442,625,1067,TA,Y,1067,0,1067,0,2,Gd,4,0,Attchd,1996.0,Unf,2,436,290,0,128000,60,Few Rooms,2.0,3201
RM,90.0,8100,OldTown,1Fam,1Story,5,1973,VinylSd,VinylSd,None,TA,BrkTil,TA,TA,No,338,1221,1559,Gd,Y,1559,0,1559,1,2,TA,5,0,Detchd,1948.0,Unf,2,812,0,116,153500,59,Few Rooms,1.0,4677
RM,21.0,1680,BrDale,Twnhs,2Story,6,1973,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,330,153,483,TA,Y,483,504,987,1,2,TA,5,0,Detchd,1973.0,Unf,1,264,0,0,100000,35,Few Rooms,1.5,2457
RL,75.0,9525,CollgCr,1Fam,1Story,5,2006,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,0,1099,1099,Ex,Y,1099,0,1099,0,3,Gd,6,0,Attchd,1999.0,Unf,1,352,278,0,144000,13,Typical Layout,1.5,3297
RL,70.0,11767,Edwards,1Fam,1.5Fin,5,1995,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,352,416,768,Ex,Y,768,432,1200,0,3,TA,6,0,Detchd,1946.0,Unf,1,240,0,0,130500,62,Typical Layout,1.0,3168
RH,60.0,12155,SWISU,1Fam,2Story,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,156,516,672,TA,N,810,672,1482,0,4,Fa,7,0,Detchd,1934.0,Unf,1,400,0,0,140000,83,Typical Layout,2.0,3636
RM,60.0,10440,OldTown,1Fam,2Story,5,2002,MetalSd,MetalSd,None,TA,PConc,TA,TA,No,0,650,650,Gd,Y,958,581,1539,0,3,Gd,8,1,Detchd,1983.0,Unf,2,686,70,78,157500,104,Typical Layout,2.0,3728
RL,82.0,9020,NAmes,1Fam,SLvl,6,1966,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,Gd,312,276,1127,TA,Y,1165,0,1165,1,3,TA,6,0,Attchd,1966.0,RFn,2,490,0,129,174900,42,Typical Layout,1.5,3457
RL,80.0,8000,NAmes,Duplex,1Story,5,1961,BrkFace,BrkFace,None,TA,CBlock,TA,TA,No,0,1800,1800,Ex,N,1800,0,1800,0,6,TA,10,0,None,1949.0,None,0,0,0,0,141000,46,Many Rooms,2.0,5400
RM,100.0,12665,OldTown,1Fam,1.5Fin,5,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,Mn,0,876,876,Gd,Y,876,540,1416,0,4,TA,7,1,Detchd,1949.0,Unf,3,720,418,0,153900,93,Typical Layout,1.5,3708
RL,75.0,16647,Sawyer,1Fam,SFoyer,5,1981,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,Gd,1390,0,1390,TA,Y,1701,0,1701,1,3,TA,6,2,Basment,1975.0,Fin,2,611,0,0,171000,32,Typical Layout,2.0,4792
RL,75.0,9317,SawyerW,1Fam,2Story,7,1993,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,TA,No,513,227,740,Ex,Y,1006,769,1775,1,3,Gd,7,1,Attchd,1993.0,Unf,2,425,234,72,213000,16,Typical Layout,2.5,4290
RL,36.0,15523,CollgCr,1Fam,1Story,5,1972,HdBoard,Plywood,None,TA,CBlock,TA,TA,Av,460,404,864,Ex,Y,864,0,864,1,3,TA,5,1,Attchd,1972.0,Unf,1,338,0,0,133500,37,Few Rooms,1.0,2592
RL,75.0,45600,ClearCr,1Fam,1.5Fin,6,1997,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,0,907,907,TA,Y,1307,1051,2358,0,5,TA,10,1,Detchd,1908.0,Unf,2,360,486,40,240000,100,Many Rooms,3.0,5623
RL,80.0,9600,Veenker,1Fam,SLvl,6,1994,Plywood,Plywood,BrkFace,Gd,CBlock,TA,TA,No,0,528,528,Ex,Y,1094,761,1855,0,3,TA,7,1,Attchd,1976.0,RFn,2,512,113,100,187000,31,Typical Layout,2.5,4238
RM,36.0,4435,CollgCr,TwnhsE,1Story,6,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,659,189,848,Ex,Y,848,0,848,1,1,Gd,3,0,Attchd,2003.0,Fin,2,420,140,0,131500,4,Few Rooms,1.0,2544
RL,53.0,3196,Blmngtn,TwnhsE,1Story,8,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Gd,0,1273,1273,Ex,Y,1456,0,1456,0,2,Gd,7,1,Attchd,2003.0,Fin,2,400,143,20,215000,3,Typical Layout,2.0,4185
RL,53.0,7128,Crawfor,1Fam,2.5Unf,7,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,364,554,918,Gd,Y,918,728,1646,0,4,TA,7,2,Detchd,1941.0,Unf,1,240,0,0,164000,66,Typical Layout,2.0,4210
RL,102.0,12095,NAmes,1Fam,SLvl,6,1964,MetalSd,HdBoard,BrkFace,TA,CBlock,TA,TA,Gd,564,563,1127,TA,Y,1445,0,1445,0,3,TA,7,1,Attchd,1964.0,RFn,2,645,180,0,158000,45,Typical Layout,1.5,4017
RL,102.0,17920,Sawyer,1Fam,1Story,5,1974,Wd Sdng,Plywood,None,TA,CBlock,TA,TA,Mn,306,372,1763,TA,Y,1779,0,1779,1,3,TA,6,1,Attchd,1955.0,Unf,2,454,0,418,170000,51,Typical Layout,1.5,5321
RL,60.0,6897,Sawyer,1Fam,1Story,5,2010,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,659,381,1040,Ex,Y,1040,0,1040,1,3,TA,6,0,Detchd,1962.0,Unf,1,260,0,104,127000,48,Typical Layout,1.5,3120
RL,65.0,10970,CollgCr,1Fam,SLvl,6,1978,Plywood,HdBoard,None,TA,CBlock,Gd,Gd,Gd,505,0,940,TA,Y,1026,0,1026,1,3,TA,5,0,Detchd,1981.0,Unf,2,576,0,0,147000,30,Few Rooms,1.0,2992
RL,65.0,8125,Gilbert,1Fam,2Story,6,1995,HdBoard,HdBoard,None,TA,PConc,Gd,TA,No,0,702,702,Gd,Y,702,779,1481,0,3,TA,6,1,Attchd,1994.0,Fin,2,343,0,36,174000,15,Typical Layout,2.5,3664
RL,80.0,10400,NWAmes,1Fam,1Story,7,1976,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,No,0,1090,1090,TA,Y,1370,0,1370,0,3,TA,6,1,Attchd,1976.0,RFn,2,479,0,0,152000,33,Typical Layout,2.0,3830
RL,55.0,11029,NWAmes,1Fam,2Story,6,1984,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,Mn,619,435,1054,TA,Y,1512,1142,2654,1,4,Gd,9,1,Attchd,1968.0,Unf,2,619,0,65,250000,38,Many Rooms,2.5,6362
RL,55.0,7642,Crawfor,1Fam,1.5Fin,7,1998,Wd Sdng,Wd Sdng,None,Gd,BrkTil,TA,TA,No,0,912,912,Gd,Y,912,514,1426,0,3,Gd,7,1,Detchd,1925.0,Unf,1,216,0,240,189950,89,Typical Layout,1.5,3764
